->>>>IterationNumber<<<<--- : 10
DFA->18
NFA->7
Creation time    DFA->7389073 NFA->1872707
Browsing->(99/1000)   DFA->24913 NFA->109562
Browsing->(100/1000)   DFA->24614 NFA->110760
Browsing->(101/1000)   DFA->25514 NFA->119163
Browsing->(102/1000)   DFA->33017 NFA->113761
Browsing->(103/1000)   DFA->27916 NFA->111361
Browsing->(104/1000)   DFA->24913 NFA->110160
Browsing->(105/1000)   DFA->24914 NFA->109861
Browsing->(106/1000)   DFA->25514 NFA->116463
Browsing->(107/1000)   DFA->25513 NFA->118263
Browsing->(108/1000)   DFA->24614 NFA->106556
Browsing->(109/1000)   DFA->24012 NFA->111061
Browsing->(110/1000)   DFA->32119 NFA->118263
Browsing->(111/1000)   DFA->24613 NFA->127869
Browsing->(112/1000)   DFA->22813 NFA->103556
Browsing->(113/1000)   DFA->24314 NFA->108058
Browsing->(114/1000)   DFA->24915 NFA->117962
Browsing->(115/1000)   DFA->24912 NFA->119164
Browsing->(116/1000)   DFA->25814 NFA->124267
Browsing->(117/1000)   DFA->33918 NFA->116763
Browsing->(118/1000)   DFA->24613 NFA->128469
Browsing->(119/1000)   DFA->23412 NFA->104456
Browsing->(120/1000)   DFA->24315 NFA->109559
Browsing->(121/1000)   DFA->26716 NFA->114664
Browsing->(122/1000)   DFA->44124 NFA->112259
Browsing->(123/1000)   DFA->25215 NFA->113460
Browsing->(124/1000)   DFA->24913 NFA->110159
Browsing->(125/1000)   DFA->25214 NFA->122766
Browsing->(126/1000)   DFA->29415 NFA->128468
Browsing->(127/1000)   DFA->33318 NFA->142578
Browsing->(128/1000)   DFA->42924 NFA->255737
Browsing->(129/1000)   DFA->46225 NFA->208914
Browsing->(130/1000)   DFA->27315 NFA->115262
Browsing->(131/1000)   DFA->24913 NFA->108958
Browsing->(132/1000)   DFA->25814 NFA->118264
Browsing->(133/1000)   DFA->18609 NFA->76841
Browsing->(134/1000)   DFA->25213 NFA->128468
Browsing->(135/1000)   DFA->25213 NFA->111061
Browsing->(136/1000)   DFA->24914 NFA->112862
Browsing->(137/1000)   DFA->30616 NFA->113161
Browsing->(138/1000)   DFA->24912 NFA->111061
Browsing->(139/1000)   DFA->32418 NFA->112560
Browsing->(140/1000)   DFA->25214 NFA->111659
Browsing->(141/1000)   DFA->25213 NFA->111960
Browsing->(142/1000)   DFA->28215 NFA->108659
Browsing->(143/1000)   DFA->24913 NFA->111962
Browsing->(144/1000)   DFA->24914 NFA->113160
Browsing->(145/1000)   DFA->17108 NFA->69939
Browsing->(146/1000)   DFA->24913 NFA->111961
Browsing->(147/1000)   DFA->24913 NFA->113462
Browsing->(148/1000)   DFA->24914 NFA->109859
Browsing->(149/1000)   DFA->24613 NFA->110159
Browsing->(150/1000)   DFA->24312 NFA->106858
Browsing->(151/1000)   DFA->25813 NFA->144079
Browsing->(152/1000)   DFA->28215 NFA->108358
Browsing->(153/1000)   DFA->24612 NFA->110461
Browsing->(154/1000)   DFA->24915 NFA->114962
Browsing->(155/1000)   DFA->24914 NFA->111661
Browsing->(156/1000)   DFA->25212 NFA->110160
Browsing->(157/1000)   DFA->28515 NFA->104758
Browsing->(158/1000)   DFA->23713 NFA->107759
Browsing->(159/1000)   DFA->24914 NFA->117364
Browsing->(160/1000)   DFA->24914 NFA->111060
Browsing->(161/1000)   DFA->25514 NFA->109259
Browsing->(162/1000)   DFA->29715 NFA->109859
Browsing->(163/1000)   DFA->24613 NFA->112561
Browsing->(164/1000)   DFA->24913 NFA->112862
Browsing->(165/1000)   DFA->24313 NFA->109258
Browsing->(166/1000)   DFA->25515 NFA->110160
Browsing->(167/1000)   DFA->27014 NFA->105957
Browsing->(168/1000)   DFA->23412 NFA->106559
Browsing->(169/1000)   DFA->25513 NFA->117663
Browsing->(170/1000)   DFA->24913 NFA->109858
Browsing->(171/1000)   DFA->24314 NFA->111059
Browsing->(172/1000)   DFA->26414 NFA->114361
Browsing->(173/1000)   DFA->24914 NFA->109559
Browsing->(174/1000)   DFA->24614 NFA->113160
Browsing->(175/1000)   DFA->23712 NFA->104756
Browsing->(176/1000)   DFA->24614 NFA->112560
Browsing->(177/1000)   DFA->24913 NFA->112260
Browsing->(178/1000)   DFA->25515 NFA->107158
Browsing->(179/1000)   DFA->18010 NFA->73241
Browsing->(180/1000)   DFA->29715 NFA->112560
Browsing->(181/1000)   DFA->27315 NFA->110159
Browsing->(182/1000)   DFA->25213 NFA->114662
Browsing->(183/1000)   DFA->24913 NFA->109559
Browsing->(184/1000)   DFA->24613 NFA->109857
Browsing->(185/1000)   DFA->26414 NFA->113159
Browsing->(186/1000)   DFA->23712 NFA->103857
Browsing->(187/1000)   DFA->24014 NFA->106558
Browsing->(188/1000)   DFA->24915 NFA->109259
Browsing->(189/1000)   DFA->24913 NFA->128168
Browsing->(190/1000)   DFA->25514 NFA->115864
Browsing->(191/1000)   DFA->24012 NFA->108959
Browsing->(192/1000)   DFA->24613 NFA->111060
Browsing->(193/1000)   DFA->23713 NFA->105357
Browsing->(194/1000)   DFA->24914 NFA->112860
Browsing->(195/1000)   DFA->25214 NFA->111361
Browsing->(196/1000)   DFA->24614 NFA->109859
Browsing->(197/1000)   DFA->24913 NFA->113762
Browsing->(198/1000)   DFA->24313 NFA->112560
Browsing->(199/1000)   DFA->24614 NFA->110159
Browsing->(200/1000)   DFA->31517 NFA->215217
Browsing->(201/1000)   DFA->43825 NFA->150982
Browsing->(202/1000)   DFA->45025 NFA->201108
Browsing->(203/1000)   DFA->44125 NFA->201407
Browsing->(204/1000)   DFA->45025 NFA->204411
Browsing->(205/1000)   DFA->43824 NFA->218519
Browsing->(206/1000)   DFA->45325 NFA->199006
Browsing->(207/1000)   DFA->51028 NFA->191803
Browsing->(208/1000)   DFA->44724 NFA->217316
Browsing->(209/1000)   DFA->42022 NFA->192103
Browsing->(210/1000)   DFA->52527 NFA->188501
Browsing->(211/1000)   DFA->43823 NFA->204710
Browsing->(212/1000)   DFA->44424 NFA->205909
Browsing->(213/1000)   DFA->44724 NFA->202609
Browsing->(214/1000)   DFA->44123 NFA->215216
Browsing->(215/1000)   DFA->43523 NFA->199306
Browsing->(216/1000)   DFA->25814 NFA->109559
Browsing->(217/1000)   DFA->24915 NFA->107756
Browsing->(218/1000)   DFA->24013 NFA->124868
Browsing->(219/1000)   DFA->26713 NFA->108958
Browsing->(220/1000)   DFA->16809 NFA->74439
Browsing->(221/1000)   DFA->32418 NFA->114660
Browsing->(222/1000)   DFA->24012 NFA->107758
Browsing->(223/1000)   DFA->24313 NFA->111062
Browsing->(224/1000)   DFA->24613 NFA->107459
Browsing->(225/1000)   DFA->24013 NFA->108357
Browsing->(226/1000)   DFA->33919 NFA->110160
Browsing->(227/1000)   DFA->25513 NFA->135973
Browsing->(228/1000)   DFA->25513 NFA->120965
Browsing->(229/1000)   DFA->24914 NFA->113462
Browsing->(230/1000)   DFA->23714 NFA->108957
Browsing->(231/1000)   DFA->24914 NFA->110460
Browsing->(232/1000)   DFA->32118 NFA->105958
Browsing->(233/1000)   DFA->24314 NFA->126968
Browsing->(234/1000)   DFA->24012 NFA->3165202
Browsing->(235/1000)   DFA->27915 NFA->139575
Browsing->(236/1000)   DFA->33618 NFA->108359
Browsing->(237/1000)   DFA->33019 NFA->112561
Browsing->(238/1000)   DFA->30617 NFA->106856
Browsing->(239/1000)   DFA->24614 NFA->109259
Browsing->(240/1000)   DFA->28215 NFA->117663
Browsing->(241/1000)   DFA->24613 NFA->108358
Browsing->(242/1000)   DFA->24614 NFA->128168
Browsing->(243/1000)   DFA->24013 NFA->105056
Browsing->(244/1000)   DFA->25515 NFA->120964
Browsing->(245/1000)   DFA->24313 NFA->107459
Browsing->(246/1000)   DFA->23412 NFA->105356
Browsing->(247/1000)   DFA->32717 NFA->113759
Browsing->(248/1000)   DFA->25214 NFA->111961
Browsing->(249/1000)   DFA->24313 NFA->107457
Browsing->(250/1000)   DFA->31817 NFA->116163
Browsing->(251/1000)   DFA->23411 NFA->105357
Browsing->(252/1000)   DFA->26114 NFA->124867
Browsing->(253/1000)   DFA->32117 NFA->113462
Browsing->(254/1000)   DFA->23715 NFA->106857
Browsing->(255/1000)   DFA->44124 NFA->194505
Browsing->(256/1000)   DFA->40221 NFA->205611
Browsing->(257/1000)   DFA->47726 NFA->226621
Browsing->(258/1000)   DFA->49526 NFA->206212
Browsing->(259/1000)   DFA->45324 NFA->149179
Browsing->(260/1000)   DFA->27615 NFA->141077
Browsing->(261/1000)   DFA->43822 NFA->112859
Browsing->(262/1000)   DFA->18610 NFA->75942
Browsing->(263/1000)   DFA->18009 NFA->75040
Browsing->(264/1000)   DFA->34220 NFA->112259
Browsing->(265/1000)   DFA->18909 NFA->79844
Browsing->(266/1000)   DFA->25513 NFA->112860
Browsing->(267/1000)   DFA->24613 NFA->111960
Browsing->(268/1000)   DFA->24612 NFA->110760
Browsing->(269/1000)   DFA->24013 NFA->111360
Browsing->(270/1000)   DFA->25513 NFA->108957
Browsing->(271/1000)   DFA->24913 NFA->110159
Browsing->(272/1000)   DFA->23714 NFA->104154
Browsing->(273/1000)   DFA->24912 NFA->112860
Browsing->(274/1000)   DFA->25212 NFA->113461
Browsing->(275/1000)   DFA->24912 NFA->110160
Browsing->(276/1000)   DFA->18909 NFA->121566
Browsing->(277/1000)   DFA->39020 NFA->110760
Browsing->(278/1000)   DFA->27615 NFA->113161
Browsing->(279/1000)   DFA->28215 NFA->110460
Browsing->(280/1000)   DFA->24312 NFA->109259
Browsing->(281/1000)   DFA->25512 NFA->114062
Browsing->(282/1000)   DFA->24914 NFA->113160
Browsing->(283/1000)   DFA->24612 NFA->110460
Browsing->(284/1000)   DFA->29715 NFA->113762
Browsing->(285/1000)   DFA->24913 NFA->111660
Browsing->(286/1000)   DFA->17710 NFA->74139
Browsing->(287/1000)   DFA->24914 NFA->111960
Browsing->(288/1000)   DFA->24615 NFA->109257
Browsing->(289/1000)   DFA->25213 NFA->113162
Browsing->(290/1000)   DFA->24613 NFA->109259
Browsing->(291/1000)   DFA->17710 NFA->76542
Browsing->(292/1000)   DFA->24913 NFA->117964
Browsing->(293/1000)   DFA->24313 NFA->108358
Browsing->(294/1000)   DFA->25213 NFA->109558
Browsing->(295/1000)   DFA->24313 NFA->111359
Browsing->(296/1000)   DFA->24012 NFA->108359
Browsing->(297/1000)   DFA->27014 NFA->111360
Browsing->(298/1000)   DFA->24613 NFA->109260
Browsing->(299/1000)   DFA->24612 NFA->109559
Browsing->(300/1000)   DFA->26413 NFA->110458
Browsing->(301/1000)   DFA->39021 NFA->129669
Browsing->(302/1000)   DFA->24913 NFA->110761
Browsing->(303/1000)   DFA->25513 NFA->109860
Browsing->(304/1000)   DFA->17710 NFA->87046
Browsing->(305/1000)   DFA->24312 NFA->107158
Browsing->(306/1000)   DFA->24313 NFA->105356
Browsing->(307/1000)   DFA->25814 NFA->111361
Browsing->(308/1000)   DFA->24913 NFA->111362
Browsing->(309/1000)   DFA->31516 NFA->116464
Browsing->(310/1000)   DFA->25212 NFA->110159
Browsing->(311/1000)   DFA->24313 NFA->109559
Browsing->(312/1000)   DFA->24313 NFA->110759
Browsing->(313/1000)   DFA->25213 NFA->110158
Browsing->(314/1000)   DFA->24314 NFA->109859
Browsing->(315/1000)   DFA->25213 NFA->111660
Browsing->(316/1000)   DFA->35121 NFA->111659
Browsing->(317/1000)   DFA->24913 NFA->111960
Browsing->(318/1000)   DFA->24613 NFA->112862
Browsing->(319/1000)   DFA->24915 NFA->114363
Browsing->(320/1000)   DFA->24613 NFA->109558
Browsing->(321/1000)   DFA->24613 NFA->111961
Browsing->(322/1000)   DFA->24612 NFA->110758
Browsing->(323/1000)   DFA->24313 NFA->109859
Browsing->(324/1000)   DFA->24615 NFA->114062
Browsing->(325/1000)   DFA->18309 NFA->76843
Browsing->(326/1000)   DFA->25514 NFA->111359
Browsing->(327/1000)   DFA->24612 NFA->110760
Browsing->(328/1000)   DFA->24013 NFA->104457
Browsing->(329/1000)   DFA->24914 NFA->110760
Browsing->(330/1000)   DFA->31518 NFA->186701
Browsing->(331/1000)   DFA->39321 NFA->193905
Browsing->(332/1000)   DFA->31516 NFA->124268
Browsing->(333/1000)   DFA->39921 NFA->170193
Browsing->(334/1000)   DFA->27616 NFA->105056
Browsing->(335/1000)   DFA->36020 NFA->173494
Browsing->(336/1000)   DFA->37520 NFA->188501
Browsing->(337/1000)   DFA->39320 NFA->170492
Browsing->(338/1000)   DFA->26114 NFA->105056
Browsing->(339/1000)   DFA->27914 NFA->119764
Browsing->(340/1000)   DFA->37220 NFA->170491
Browsing->(341/1000)   DFA->36319 NFA->176495
Browsing->(342/1000)   DFA->41423 NFA->222420
Browsing->(343/1000)   DFA->31517 NFA->139876
Browsing->(344/1000)   DFA->46526 NFA->198407
Browsing->(345/1000)   DFA->42621 NFA->154883
Browsing->(346/1000)   DFA->24613 NFA->145878
Browsing->(347/1000)   DFA->25513 NFA->110460
Browsing->(348/1000)   DFA->28815 NFA->115261
Browsing->(349/1000)   DFA->25213 NFA->110158
Browsing->(350/1000)   DFA->24912 NFA->111058
Browsing->(351/1000)   DFA->24915 NFA->111661
Browsing->(352/1000)   DFA->24912 NFA->162086
Browsing->(353/1000)   DFA->42323 NFA->189702
Browsing->(354/1000)   DFA->42622 NFA->195407
Browsing->(355/1000)   DFA->37520 NFA->120965
Browsing->(356/1000)   DFA->41721 NFA->163288
Browsing->(357/1000)   DFA->19511 NFA->81644
Browsing->(358/1000)   DFA->24313 NFA->135974
Browsing->(359/1000)   DFA->31217 NFA->137775
Browsing->(360/1000)   DFA->25514 NFA->110160
Browsing->(361/1000)   DFA->25214 NFA->111359
Browsing->(362/1000)   DFA->23413 NFA->106558
Browsing->(363/1000)   DFA->24314 NFA->113461
Browsing->(364/1000)   DFA->24913 NFA->109860
Browsing->(365/1000)   DFA->24614 NFA->113461
Browsing->(366/1000)   DFA->24013 NFA->111961
Browsing->(367/1000)   DFA->24313 NFA->110760
Browsing->(368/1000)   DFA->24313 NFA->112561
Browsing->(369/1000)   DFA->24312 NFA->108957
Browsing->(370/1000)   DFA->24012 NFA->110459
Browsing->(371/1000)   DFA->24613 NFA->118864
Browsing->(372/1000)   DFA->24314 NFA->101154
Browsing->(373/1000)   DFA->23113 NFA->100554
Browsing->(374/1000)   DFA->23713 NFA->108059
Browsing->(375/1000)   DFA->25514 NFA->120966
Browsing->(376/1000)   DFA->24613 NFA->112861
Browsing->(377/1000)   DFA->31817 NFA->107158
Browsing->(378/1000)   DFA->23714 NFA->120964
Browsing->(379/1000)   DFA->24312 NFA->114661
Browsing->(380/1000)   DFA->24013 NFA->108658
Browsing->(381/1000)   DFA->16509 NFA->71439
Browsing->(382/1000)   DFA->23713 NFA->107758
Browsing->(383/1000)   DFA->24014 NFA->116463
Browsing->(384/1000)   DFA->23413 NFA->106258
Browsing->(385/1000)   DFA->24314 NFA->110760
Browsing->(386/1000)   DFA->24915 NFA->109561
Browsing->(387/1000)   DFA->24314 NFA->111960
Browsing->(388/1000)   DFA->24614 NFA->111961
Browsing->(389/1000)   DFA->24613 NFA->109861
Browsing->(390/1000)   DFA->23412 NFA->104154
Browsing->(391/1000)   DFA->24613 NFA->109258
Browsing->(392/1000)   DFA->23712 NFA->154582
Browsing->(393/1000)   DFA->36922 NFA->159386
Browsing->(394/1000)   DFA->37521 NFA->173492
Browsing->(395/1000)   DFA->33319 NFA->149481
Browsing->(396/1000)   DFA->35420 NFA->158185
Browsing->(397/1000)   DFA->25814 NFA->106257
Browsing->(398/1000)   DFA->44424 NFA->181598
Browsing->(399/1000)   DFA->45623 NFA->180096
Browsing->(400/1000)   DFA->35118 NFA->159385
Browsing->(401/1000)   DFA->46225 NFA->158485
Browsing->(402/1000)   DFA->42922 NFA->161786
Browsing->(403/1000)   DFA->26114 NFA->124867
Browsing->(404/1000)   DFA->35120 NFA->156985
Browsing->(405/1000)   DFA->31818 NFA->146480
Browsing->(406/1000)   DFA->39920 NFA->192403
Browsing->(407/1000)   DFA->45326 NFA->167792
Browsing->(408/1000)   DFA->36318 NFA->167190
Browsing->(409/1000)   DFA->36621 NFA->172292
Browsing->(410/1000)   DFA->43824 NFA->181598
Browsing->(411/1000)   DFA->35421 NFA->162690
Browsing->(412/1000)   DFA->36020 NFA->176495
Browsing->(413/1000)   DFA->38421 NFA->171392
Browsing->(414/1000)   DFA->39023 NFA->170192
Browsing->(415/1000)   DFA->45625 NFA->180998
Browsing->(416/1000)   DFA->51628 NFA->181598
Browsing->(417/1000)   DFA->51927 NFA->3363311
Browsing->(418/1000)   DFA->30017 NFA->113763
Browsing->(419/1000)   DFA->24013 NFA->103857
Browsing->(420/1000)   DFA->23413 NFA->108958
Browsing->(421/1000)   DFA->23112 NFA->126069
Browsing->(422/1000)   DFA->24012 NFA->107758
Browsing->(423/1000)   DFA->25214 NFA->105656
Browsing->(424/1000)   DFA->23713 NFA->110759
Browsing->(425/1000)   DFA->24014 NFA->104456
Browsing->(426/1000)   DFA->24013 NFA->105357
Browsing->(427/1000)   DFA->23712 NFA->102656
Browsing->(428/1000)   DFA->23713 NFA->109559
Browsing->(429/1000)   DFA->23412 NFA->105657
Browsing->(430/1000)   DFA->23413 NFA->105358
Browsing->(431/1000)   DFA->23413 NFA->107458
Browsing->(432/1000)   DFA->30917 NFA->109257
Browsing->(433/1000)   DFA->26414 NFA->125468
Browsing->(434/1000)   DFA->23713 NFA->105957
Browsing->(435/1000)   DFA->23712 NFA->100853
Browsing->(436/1000)   DFA->23712 NFA->108658
Browsing->(437/1000)   DFA->25212 NFA->108058
Browsing->(438/1000)   DFA->23713 NFA->107757
Browsing->(439/1000)   DFA->22813 NFA->105956
Browsing->(440/1000)   DFA->24314 NFA->106258
Browsing->(441/1000)   DFA->23412 NFA->107158
Browsing->(442/1000)   DFA->22213 NFA->120665
Browsing->(443/1000)   DFA->24012 NFA->106557
Browsing->(444/1000)   DFA->24014 NFA->107457
Browsing->(445/1000)   DFA->23413 NFA->110760
Browsing->(446/1000)   DFA->23713 NFA->109259
Browsing->(447/1000)   DFA->23413 NFA->105055
Browsing->(448/1000)   DFA->23713 NFA->106858
Browsing->(449/1000)   DFA->25514 NFA->105957
Browsing->(450/1000)   DFA->24011 NFA->108958
Browsing->(451/1000)   DFA->23712 NFA->117064
Browsing->(452/1000)   DFA->26413 NFA->114962
Browsing->(453/1000)   DFA->24614 NFA->117062
Browsing->(454/1000)   DFA->23113 NFA->107458
Browsing->(455/1000)   DFA->23714 NFA->125468
Browsing->(456/1000)   DFA->23413 NFA->105057
Browsing->(457/1000)   DFA->24013 NFA->107158
Browsing->(458/1000)   DFA->23713 NFA->106256
Browsing->(459/1000)   DFA->31216 NFA->106859
Browsing->(460/1000)   DFA->16810 NFA->72638
Browsing->(461/1000)   DFA->24312 NFA->103856
Browsing->(462/1000)   DFA->23412 NFA->107158
Browsing->(463/1000)   DFA->31817 NFA->116464
Browsing->(464/1000)   DFA->23713 NFA->105356
Browsing->(465/1000)   DFA->23712 NFA->103254
Browsing->(466/1000)   DFA->24013 NFA->128168
Browsing->(467/1000)   DFA->22811 NFA->102356
Browsing->(468/1000)   DFA->23413 NFA->109559
Browsing->(469/1000)   DFA->23410 NFA->107157
Browsing->(470/1000)   DFA->23413 NFA->105359
Browsing->(471/1000)   DFA->25214 NFA->105658
Browsing->(472/1000)   DFA->22813 NFA->102356
Browsing->(473/1000)   DFA->23713 NFA->124567
Browsing->(474/1000)   DFA->23412 NFA->104757
Browsing->(475/1000)   DFA->23711 NFA->105056
Browsing->(476/1000)   DFA->23413 NFA->108960
Browsing->(477/1000)   DFA->23412 NFA->105658
Browsing->(478/1000)   DFA->23713 NFA->105957
Browsing->(479/1000)   DFA->23712 NFA->106559
Browsing->(480/1000)   DFA->24013 NFA->127269
Browsing->(481/1000)   DFA->31218 NFA->137473
Browsing->(482/1000)   DFA->24014 NFA->106559
Browsing->(483/1000)   DFA->23113 NFA->117365
Browsing->(484/1000)   DFA->25214 NFA->115261
Browsing->(485/1000)   DFA->23113 NFA->104158
Browsing->(486/1000)   DFA->22813 NFA->101156
Browsing->(487/1000)   DFA->23412 NFA->121265
Browsing->(488/1000)   DFA->22811 NFA->102956
Browsing->(489/1000)   DFA->24013 NFA->106857
Browsing->(490/1000)   DFA->24012 NFA->108958
Browsing->(491/1000)   DFA->22812 NFA->100553
Browsing->(492/1000)   DFA->24013 NFA->105656
Browsing->(493/1000)   DFA->23714 NFA->108059
Browsing->(494/1000)   DFA->32117 NFA->116162
Browsing->(495/1000)   DFA->22814 NFA->101155
Browsing->(496/1000)   DFA->23713 NFA->104156
Browsing->(497/1000)   DFA->23412 NFA->108958
Browsing->(498/1000)   DFA->24013 NFA->105958
Browsing->(499/1000)   DFA->23713 NFA->105057
Browsing->(500/1000)   DFA->22213 NFA->100854
Browsing->(501/1000)   DFA->33018 NFA->110461
Browsing->(502/1000)   DFA->24913 NFA->112261
Browsing->(503/1000)   DFA->24013 NFA->114360
Browsing->(504/1000)   DFA->24614 NFA->108358
Browsing->(505/1000)   DFA->23413 NFA->105955
Browsing->(506/1000)   DFA->24613 NFA->109858
Browsing->(507/1000)   DFA->24314 NFA->112560
Browsing->(508/1000)   DFA->17709 NFA->81943
Browsing->(509/1000)   DFA->23413 NFA->107759
Browsing->(510/1000)   DFA->25514 NFA->101155
Browsing->(511/1000)   DFA->25514 NFA->155784
Browsing->(512/1000)   DFA->24014 NFA->107759
Browsing->(513/1000)   DFA->23712 NFA->106258
Browsing->(514/1000)   DFA->23714 NFA->125769
Browsing->(515/1000)   DFA->16808 NFA->71738
Browsing->(516/1000)   DFA->23412 NFA->108358
Browsing->(517/1000)   DFA->23713 NFA->105957
Browsing->(518/1000)   DFA->25214 NFA->104757
Browsing->(519/1000)   DFA->22513 NFA->99955
Browsing->(520/1000)   DFA->23713 NFA->105956
Browsing->(521/1000)   DFA->23414 NFA->117964
Browsing->(522/1000)   DFA->24613 NFA->114661
Browsing->(523/1000)   DFA->23412 NFA->106256
Browsing->(524/1000)   DFA->22211 NFA->102955
Browsing->(525/1000)   DFA->28514 NFA->114963
Browsing->(526/1000)   DFA->17109 NFA->71439
Browsing->(527/1000)   DFA->23112 NFA->107758
Browsing->(528/1000)   DFA->23713 NFA->115261
Browsing->(529/1000)   DFA->34519 NFA->107457
Browsing->(530/1000)   DFA->24012 NFA->106858
Browsing->(531/1000)   DFA->24013 NFA->106857
Browsing->(532/1000)   DFA->25213 NFA->105056
Browsing->(533/1000)   DFA->23413 NFA->106859
